tp_variant,trade_number,equity,return,timestamp
opposite_extreme,43,9049.863632668397,0.0023409817726298466,2025-05-01 13:55:00+00:00
opposite_extreme,44,9074.161918059526,0.0026849338705410065,2025-05-02 14:05:00+00:00
opposite_extreme,45,8999.231444742432,-0.008257564058667089,2025-05-05 18:30:00+00:00
opposite_extreme,46,8993.762491299563,-0.0006077133893543028,2025-05-06 14:20:00+00:00
opposite_extreme,47,8995.769963948793,0.00022320721179489594,2025-05-07 14:50:00+00:00
opposite_extreme,48,9001.382440266092,0.0006239017160056594,2025-05-08 15:25:00+00:00
opposite_extreme,49,8938.756768743862,-0.006957339268475548,2025-05-09 14:35:00+00:00
opposite_extreme,50,8966.289397595809,0.0030801407359264178,2025-05-14 16:30:00+00:00
opposite_extreme,51,8979.24763200579,0.0014452170608565186,2025-05-15 14:00:00+00:00
opposite_extreme,52,8975.224603831508,-0.00044803622075675323,2025-05-20 14:40:00+00:00
opposite_extreme,53,8928.417228934608,-0.005215175882831735,2025-05-23 17:10:00+00:00
opposite_extreme,54,8934.13171853115,0.0006400338884280156,2025-05-30 14:25:00+00:00
opposite_extreme,55,8988.49889864867,0.006085334516028085,2025-06-02 17:00:00+00:00
opposite_extreme,56,9012.815860692162,0.0027053418282276588,2025-06-04 18:00:00+00:00
opposite_extreme,57,9036.623301592437,0.00264150974215569,2025-06-05 14:40:00+00:00
opposite_extreme,58,9056.87753757115,0.0022413500378115404,2025-06-06 15:05:00+00:00
opposite_extreme,59,9044.548665552711,-0.0013612718033665593,2025-06-09 20:00:00+00:00
opposite_extreme,60,9055.072287717654,0.0011635320405784856,2025-06-10 15:30:00+00:00
opposite_extreme,61,9068.717641373274,0.0015069292902418542,2025-06-11 14:20:00+00:00
opposite_extreme,62,9074.03256444712,0.0005860721751438149,2025-06-13 14:20:00+00:00
opposite_extreme,63,9084.046078768122,0.0011035351978167852,2025-06-17 14:00:00+00:00
opposite_extreme,64,9039.906006716928,-0.0048590761945121125,2025-06-25 16:20:00+00:00
opposite_extreme,65,9037.786571442894,-0.00023445324237449921,2025-06-26 14:05:00+00:00
opposite_extreme,66,9044.373602626121,0.0007288323453047198,2025-07-01 14:20:00+00:00
opposite_extreme,67,9058.759656562832,0.0015906081027583286,2025-07-07 14:50:00+00:00
opposite_extreme,68,9063.324515835217,0.000503916589626763,2025-07-08 16:20:00+00:00
opposite_extreme,69,9074.22703774838,0.0012029274571505378,2025-07-09 20:00:00+00:00
opposite_extreme,70,9080.100009983076,0.0006472146013389637,2025-07-11 13:55:00+00:00
opposite_extreme,71,9099.76052399697,0.002165230998808254,2025-07-14 14:20:00+00:00
opposite_extreme,72,9058.786411051824,-0.004502768269241252,2025-07-15 19:55:00+00:00
opposite_extreme,73,9028.840953646668,-0.0033056809208596104,2025-07-16 15:15:00+00:00
opposite_extreme,74,9035.635494551781,0.000752537445281898,2025-07-24 14:10:00+00:00
opposite_extreme,75,9045.073786361148,0.0010445631427979719,2025-07-28 15:15:00+00:00
opposite_extreme,76,9015.419142275498,-0.003278540870541713,2025-07-30 18:00:00+00:00
opposite_extreme,77,9020.677985743669,0.0005833165807578091,2025-08-05 14:15:00+00:00
opposite_extreme,78,8974.710816543122,-0.005095755471284291,2025-08-06 15:00:00+00:00
opposite_extreme,79,8982.415098998994,0.0008584435324278996,2025-08-07 13:55:00+00:00
opposite_extreme,80,8997.133178161179,0.0016385436433265844,2025-08-11 18:00:00+00:00
opposite_extreme,81,8966.958614279736,-0.0033537976246350797,2025-08-12 14:00:00+00:00
opposite_extreme,82,8928.277577824574,-0.004313729784986697,2025-08-13 14:25:00+00:00
opposite_extreme,83,8934.4892631805,0.0006957316572855145,2025-08-14 20:00:00+00:00
